station;station_name;lat;lon;alt;year;month;oni;enso_phase;tmean;tmax;tmin;prec_mm;raindays;pmax24_mm;conc;nValidT;nValidP
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2016;03;1.71;EN_strong;26.67;33.46;22.84;101;5;64.8;0.642;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2016;04;1.05;EN_weakmod;26.25;33.61;21.87;16.2;3;9.8;0.605;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2016;05;0.49;neutral;23.11;30.15;19.27;7.8;2;3.8;0.487;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2016;06;0;neutral;20.41;25.91;17.52;57.4;12;12.6;0.22;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2016;07;-0.31;neutral;21.38;27.92;17.48;17;2;8.4;0.494;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2016;08;-0.5;LN;22.01;29;17.8;29.6;1;27.4;0.926;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2016;09;-0.58;LN;22.84;29.13;19.03;29.2;7;14.2;0.486;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2016;10;-0.64;LN;22.99;28.01;19.99;73.6;11;15.4;0.209;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2016;11;-0.6;LN;23.99;29.71;20.45;94;10;20.6;0.219;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2016;12;-0.45;neutral;25.3;30.95;21.76;205;11;71;0.346;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2017;01;-0.19;neutral;27.79;33.84;24.06;NaN;NaN;NaN;;23;15
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2017;02;-0.02;neutral;27.21;33.66;23.16;NaN;NaN;NaN;;27;22
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2017;03;0.18;neutral;27.17;32.74;22.72;NaN;NaN;NaN;;26;17
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2017;04;0.31;neutral;26.7;30.55;21.28;NaN;NaN;NaN;;22;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2017;05;0.4;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;16;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2017;06;0.39;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;9;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2017;07;0.19;neutral;20.03;24.23;16.73;NaN;NaN;NaN;;28;26
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2017;08;-0.07;neutral;20.45;25.73;16.71;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2017;09;-0.34;neutral;21.88;27.33;17.77;NaN;NaN;NaN;;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2017;10;-0.6;LN;24.1;30.15;20.57;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2017;11;-0.77;LN;23.45;28.18;20.48;NaN;NaN;NaN;;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2017;12;-0.86;LN;24.94;30.08;21.88;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2018;01;-0.77;LN;26.49;32.85;22.54;105.4;7;35.4;0.336;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2018;02;-0.71;LN;25.44;30.92;22.3;105.2;7;37.6;0.357;28;28
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2018;03;-0.57;LN;25.88;31.39;22.5;123.4;10;41.8;0.339;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2018;04;-0.39;neutral;23.81;29.69;20.64;148.6;12;52.8;0.355;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2018;05;-0.13;neutral;22.25;28.09;18.98;107.4;9;45;0.419;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2018;06;0.06;neutral;22.07;28.48;18.44;32.8;4;25.8;0.787;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2018;07;0.14;neutral;21.52;28.33;17.34;17.2;3;9.4;0.547;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2018;08;0.27;neutral;20.79;25.75;17.68;91.2;8;26.8;0.294;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2018;09;0.53;EN_weakmod;22.31;27.75;18.87;42;7;15.6;0.371;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2018;10;0.81;EN_weakmod;23.22;28.23;20.27;68.4;14;13;0.19;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2018;11;0.97;EN_weakmod;24.01;29.12;20.79;151.6;9;45.8;0.302;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2018;12;0.92;EN_weakmod;25.37;31.39;21.71;60;7;22.6;0.377;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2019;01;0.89;EN_weakmod;27.42;34.65;22.65;0.6;0;0.4;0.667;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2019;02;0.86;EN_weakmod;27.02;33.63;23.09;114.2;11;20;0.175;28;28
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2019;03;0.84;EN_weakmod;26.5;32.74;22.89;101;10;50.2;0.497;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2019;04;0.77;EN_weakmod;25.72;32.03;22.03;45.2;5;20.6;0.456;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2019;05;0.64;EN_weakmod;24.21;30.41;20.66;108.8;7;41.2;0.379;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2019;06;0.52;EN_weakmod;22.66;28.73;18.75;12.4;2;5.8;0.468;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2019;07;0.33;neutral;20.84;27.51;16.55;13.2;5;4.4;0.333;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2019;08;0.19;neutral;20.59;25.92;17.19;37.4;8;8.6;0.23;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2019;09;0.23;neutral;22.43;27.93;19.1;78.8;11;17;0.216;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2019;10;0.39;neutral;23.99;29.72;20.25;11.4;4;6;0.526;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2019;11;0.58;EN_weakmod;23.98;28.84;21.06;335.4;16;90.2;0.269;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2019;12;0.66;EN_weakmod;25.15;30.12;21.75;139.4;10;28.4;0.204;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2020;01;0.64;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2020;02;0.63;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;29;29
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2020;03;0.53;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;10;8
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2020;04;0.3;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2020;05;0.01;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2020;06;-0.23;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2020;07;-0.36;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2020;08;-0.53;LN;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2020;09;-0.85;LN;NaN;NaN;NaN;NaN;NaN;NaN;;27;27
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2020;10;-1.12;LN;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2020;11;-1.2;LN;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2020;12;-1.08;LN;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2021;01;-0.91;LN;26.22;32.71;21.86;51;6;19.4;0.38;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2021;02;-0.79;LN;25.24;31.3;21.88;162.2;10;52;0.321;28;28
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2021;03;-0.71;LN;25.82;32.83;21.67;82.2;6;32.6;0.397;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2021;04;-0.55;LN;23.59;29.97;19.71;40.8;9;11.4;0.279;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2021;05;-0.39;neutral;22.99;30.3;18.85;11.6;4;4.2;0.362;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2021;06;-0.3;neutral;21.28;27.93;17.59;31.6;8;8.6;0.272;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2021;07;-0.35;neutral;20.32;27.78;15.76;8.2;3;2.2;0.268;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2021;08;-0.45;neutral;21.09;27.76;17.14;174.8;10;66.2;0.379;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2021;09;-0.63;LN;22.92;29.31;19.28;16.6;4;6.6;0.398;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2021;10;-0.76;LN;22.37;26.83;19.9;250.6;17;64.8;0.259;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2021;11;-0.91;LN;22.72;27.63;19.47;152.4;11;28.8;0.189;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2021;12;-0.87;LN;24.32;29.78;21.04;116.4;14;41.2;0.354;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2022;01;-0.82;LN;25.89;31.98;22.27;104.8;9;25.2;0.24;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2022;02;-0.79;LN;25.34;31.37;22.06;136;13;25.2;0.185;28;28
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2022;03;-0.86;LN;NaN;NaN;NaN;NaN;NaN;NaN;;12;11
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2022;04;-0.95;LN;24.88;31.63;21.44;26.2;3;21;0.802;26;24
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2022;05;-0.9;LN;22.67;28.61;18.77;17.4;5;8.2;0.471;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2022;06;-0.78;LN;21.06;27.53;17.06;8.4;2;3;0.357;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2022;07;-0.76;LN;22.03;28.63;17.67;2.2;1;1.2;0.545;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2022;08;-0.87;LN;21.49;27.47;17.7;7.2;3;2.6;0.361;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2022;09;-0.97;LN;21.41;26.94;18.03;68.8;5;22.8;0.331;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2022;10;-0.94;LN;24.15;29.59;20.89;37.8;6;16;0.423;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2022;11;-0.85;LN;22.93;27.45;20.12;216;15;52.2;0.242;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2022;12;-0.71;LN;24.39;28.83;21.8;213;14;77;0.362;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2023;01;-0.54;LN;25.49;30.7;22.42;184.8;12;63.2;0.342;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2023;02;-0.29;neutral;27.02;33.72;23.14;23.6;3;10;0.424;28;28
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2023;03;-0.02;neutral;26.62;33.02;22.63;50.8;3;25.8;0.508;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2023;04;0.27;neutral;24.31;29.4;21.56;127;14;21;0.165;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2023;05;0.57;EN_weakmod;22.18;27.46;18.83;46.8;5;22.8;0.487;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2023;06;0.84;EN_weakmod;21.69;28.56;17.3;7.2;3;2.6;0.361;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2023;07;1.12;EN_weakmod;21.01;26.51;17.32;47.2;6;32.8;0.695;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2023;08;1.37;EN_weakmod;21.98;27.26;18.42;166.8;11;53.2;0.319;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2023;09;1.6;EN_strong;23.13;28.61;19.58;116.8;11;31.8;0.272;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2023;10;1.83;EN_strong;23.95;28.6;21.38;96.8;14;15.4;0.159;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2023;11;1.99;EN_strong;25.67;32.19;22.01;45.4;7;14.2;0.313;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2023;12;2.06;EN_strong;26.45;32.46;22.7;98.6;13;19;0.193;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2024;01;1.92;EN_strong;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2024;02;1.62;EN_strong;NaN;NaN;NaN;NaN;NaN;NaN;;29;29
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2024;03;1.26;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2024;04;0.82;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;17;17
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2024;05;0.49;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2024;06;0.22;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2024;07;0.08;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2024;08;-0.07;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;16;16
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2024;09;-0.17;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2024;10;-0.21;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2024;11;-0.3;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2024;12;-0.42;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2025;01;-0.45;neutral;26.05;31.59;22.71;105.6;10;45.4;0.43;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2025;02;-0.24;neutral;27.6;34.11;23.18;0.2;0;0.2;1;28;28
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2025;03;-0.06;neutral;26.33;32.15;22.97;119;10;38.6;0.324;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2025;04;0.02;neutral;24.38;29.53;21.4;122.2;12;38.6;0.316;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2025;05;-0.02;neutral;22.61;27.86;19.44;57.4;10;11.2;0.195;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2025;06;-0.04;neutral;21.63;27.74;17.8;29.2;3;17.8;0.61;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2025;07;-0.14;neutral;20.21;25.85;16.65;40.8;6;11.8;0.289;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2025;08;-0.28;neutral;20.98;26.42;17.22;51.2;8;19;0.371;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2025;09;-0.4;neutral;21.6;26.67;18.37;172.2;17;36.6;0.213;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2025;10;-0.51;LN;22.44;27.45;19.2;123.6;19;31.8;0.257;31;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2025;11;-0.55;LN;23.66;29.08;20.12;57.4;8;15.8;0.275;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2025;12;-0.54;LN;25.64;31.65;21.89;186;10;92.8;0.499;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2017;02;-0.02;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;13;12
A634;VILA VELHA;-20,46694443;-40,40388888;25;2017;03;0.18;neutral;25.88;31.76;21.7;52.2;5;20.4;0.391;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2017;04;0.31;neutral;24.22;29.22;20.59;51.4;10;15.8;0.307;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2017;05;0.4;neutral;22.24;27.11;18.78;161.8;8;100.6;0.622;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2017;06;0.39;neutral;22.15;27.32;18.54;106;9;23.4;0.221;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2017;07;0.19;neutral;19.79;24.83;16.59;207.2;23;29.8;0.144;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2017;08;-0.07;neutral;20.3;25.29;16.5;13.2;5;4.4;0.333;31;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2017;09;-0.34;neutral;21.16;26.23;17.44;38.6;9;6;0.155;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2017;10;-0.6;LN;24.05;29.19;20.73;56.4;6;26.2;0.465;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2017;11;-0.77;LN;23.53;28.06;20.55;186.4;15;102.2;0.548;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2017;12;-0.86;LN;24.99;29.41;21.78;172.8;8;54.2;0.314;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2018;01;-0.77;LN;26.32;32.18;22.09;73.2;7;36.4;0.497;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2018;02;-0.71;LN;25.34;30.51;22.14;163.2;10;50.4;0.309;28;28
A634;VILA VELHA;-20,46694443;-40,40388888;25;2018;03;-0.57;LN;25.85;31.03;22.67;154.6;12;42;0.272;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2018;04;-0.39;neutral;23.85;29.03;20.73;189.2;15;82.6;0.437;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2018;05;-0.13;neutral;22.12;27.19;18.82;213.2;10;65.2;0.306;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2018;06;0.06;neutral;21.88;26.88;18.4;42.6;8;16.6;0.39;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2018;07;0.14;neutral;21.38;27.6;16.75;5.8;3;2.6;0.448;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2018;08;0.27;neutral;21.32;26.06;17.88;125.8;8;40.6;0.323;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2018;09;0.53;EN_weakmod;22.75;27.64;19.37;46.6;8;17;0.365;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2018;10;0.81;EN_weakmod;23.63;28.21;20.81;139.4;14;40;0.287;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2018;11;0.97;EN_weakmod;24.18;28.64;21.22;293.2;11;86.4;0.295;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2018;12;0.92;EN_weakmod;25.31;30.34;21.93;118.6;9;27.4;0.231;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2019;01;0.89;EN_weakmod;27.15;33.25;22.39;0.6;0;0.4;0.667;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2019;02;0.86;EN_weakmod;27.18;33.53;22.84;118.6;7;73.6;0.621;28;28
A634;VILA VELHA;-20,46694443;-40,40388888;25;2019;03;0.84;EN_weakmod;26.87;33.07;22.76;38.6;4;21.4;0.554;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2019;04;0.77;EN_weakmod;25.86;31.83;21.98;50.4;8;17.6;0.349;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2019;05;0.64;EN_weakmod;24.34;30.04;20.54;217;5;191.8;0.884;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2019;06;0.52;EN_weakmod;22.52;28.05;18.94;36.6;7;10.2;0.279;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2019;07;0.33;neutral;20.97;26.87;16.64;40.2;7;8;0.199;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2019;08;0.19;neutral;21.06;25.9;17.61;52.6;11;12;0.228;31;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2019;09;0.23;neutral;22.98;27.81;19.91;89.8;7;42.8;0.477;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2019;10;0.39;neutral;24.17;29.14;20.46;28.6;6;9.6;0.336;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2019;11;0.58;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;16;16
A634;VILA VELHA;-20,46694443;-40,40388888;25;2019;12;0.66;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A634;VILA VELHA;-20,46694443;-40,40388888;25;2020;01;0.64;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;6;5
A634;VILA VELHA;-20,46694443;-40,40388888;25;2020;02;0.63;EN_weakmod;26.26;31.24;23.06;117.6;7;63.4;0.539;29;29
A634;VILA VELHA;-20,46694443;-40,40388888;25;2020;03;0.53;EN_weakmod;24.82;29.69;21.6;305;13;174.2;0.571;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2020;04;0.3;neutral;23.96;29.1;20.75;23.2;5;9.4;0.405;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2020;05;0.01;neutral;22.08;28;17.88;46.8;6;23.6;0.504;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2020;06;-0.23;neutral;21.91;28.19;17.49;77.2;6;42.6;0.552;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2020;07;-0.36;neutral;21.35;27.03;17.1;113.4;8;74.6;0.658;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2020;08;-0.53;LN;21.54;26.62;17.98;52;9;19.6;0.377;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2020;09;-0.85;LN;23.6;29.44;19.32;120.2;4;65.2;0.542;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2020;10;-1.12;LN;23.82;28.08;21.1;167.6;15;49;0.292;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2020;11;-1.2;LN;24.1;28.64;20.95;76.8;8;23;0.299;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2020;12;-1.08;LN;25.74;30.95;22.44;143;7;55.2;0.386;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2021;01;-0.91;LN;NaN;NaN;NaN;NaN;NaN;NaN;;27;27
A634;VILA VELHA;-20,46694443;-40,40388888;25;2021;02;-0.79;LN;NaN;NaN;NaN;NaN;NaN;NaN;;28;28
A634;VILA VELHA;-20,46694443;-40,40388888;25;2021;03;-0.71;LN;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2021;04;-0.55;LN;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2021;05;-0.39;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2021;06;-0.3;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2021;07;-0.35;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2021;08;-0.45;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;11;11
A634;VILA VELHA;-20,46694443;-40,40388888;25;2021;09;-0.63;LN;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A634;VILA VELHA;-20,46694443;-40,40388888;25;2021;10;-0.76;LN;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A634;VILA VELHA;-20,46694443;-40,40388888;25;2021;11;-0.91;LN;NaN;NaN;NaN;NaN;NaN;NaN;;6;6
A634;VILA VELHA;-20,46694443;-40,40388888;25;2021;12;-0.87;LN;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2022;01;-0.82;LN;26.12;31.43;22.41;94.8;7;29;0.306;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2022;02;-0.79;LN;25.71;31.06;22.44;112.8;13;21.4;0.19;28;28
A634;VILA VELHA;-20,46694443;-40,40388888;25;2022;03;-0.86;LN;26.31;32.64;21.6;39;3;30.4;0.779;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2022;04;-0.95;LN;25.24;31.46;20.66;12;4;7.2;0.6;30;30
A634;VILA VELHA;-20,46694443;-40,40388888;25;2022;05;-0.9;LN;22.64;28.59;18.38;39;4;17.2;0.441;31;31
A634;VILA VELHA;-20,46694443;-40,40388888;25;2022;06;-0.78;LN;21.17;26.96;16.65;9.4;1;7.4;0.787;30;30
