station;station_name;lat;lon;alt;year;month;oni;enso_phase;tmean;tmax;tmin;prec_mm;raindays;pmax24_mm;conc;nValidT;nValidP
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2010;11;-1.64;LN;23.74;28.22;20.9;171.2;17;37.4;0.218;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2010;12;-1.54;LN;NaN;NaN;NaN;NaN;NaN;NaN;;5;5
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2011;01;-1.31;LN;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2011;02;-1.04;LN;NaN;NaN;NaN;NaN;NaN;NaN;;17;16
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2011;03;-0.8;LN;24.9;29.85;22.28;301;22;47.2;0.157;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2011;04;-0.62;LN;24.66;29.99;21.3;54.4;9;18;0.331;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2011;05;-0.46;neutral;21.49;27.1;17.5;47.6;5;19;0.399;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2011;06;-0.37;neutral;20.39;26.07;16.34;17.8;3;9.2;0.517;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2011;07;-0.43;neutral;20.42;26.78;15.66;7.4;2;2;0.27;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2011;08;-0.58;LN;21.79;28.63;17.58;23.4;4;10.4;0.444;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2011;09;-0.79;LN;21.07;27.11;16.96;15.2;2;11.8;0.776;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2011;10;-0.96;LN;22.84;28.04;19.65;156;12;48.4;0.31;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2011;11;-1.02;LN;22.71;27.3;19.45;114.2;10;25.6;0.224;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2011;12;-0.92;LN;24.32;28.83;21.57;120.4;12;29.8;0.248;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2012;01;-0.72;LN;24.91;30.16;21.44;208.2;12;54.8;0.263;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2012;02;-0.57;LN;26.03;32.69;21.6;18;3;9.2;0.511;29;29
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2012;03;-0.46;neutral;25.46;31.78;21.63;94.8;9;33;0.348;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2012;04;-0.36;neutral;24.89;30.73;21;12.6;4;5.2;0.413;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2012;05;-0.17;neutral;21.37;26.58;17.86;149.4;11;40.6;0.272;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2012;06;0.06;neutral;22.09;27.57;18.6;97;6;54.4;0.561;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2012;07;0.3;neutral;21.39;27.95;16.73;15.4;2;10.2;0.662;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2012;08;0.41;neutral;20.99;26.61;17.15;70.8;13;17.6;0.249;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2012;09;0.41;neutral;21.87;28.18;17.6;30;5;15.4;0.513;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2012;10;0.31;neutral;24.36;31.05;20.09;14.8;2;9.2;0.622;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2012;11;0.13;neutral;23.83;28.47;20.94;159.8;15;61.2;0.383;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2012;12;-0.1;neutral;27.34;34.36;23.05;14;3;7.6;0.543;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2013;01;-0.29;neutral;25.94;31.53;22.45;67;3;34.8;0.519;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2013;02;-0.29;neutral;26.49;32.65;22.44;47;1;47;1;28;28
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2013;03;-0.21;neutral;25.79;31.4;22.44;NaN;NaN;NaN;;30;0
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2013;04;-0.19;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;15;14
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2013;05;-0.27;neutral;22.08;28.04;18;54.8;6;13.6;0.248;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2013;06;-0.34;neutral;22.1;27.77;18.22;23.4;4;8;0.342;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2013;07;-0.35;neutral;20.74;26.43;16.62;76.8;5;61.8;0.805;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2013;08;-0.28;neutral;21.22;27.92;16.69;58.2;4;27;0.464;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2013;09;-0.21;neutral;22.21;27.84;18.37;54.2;4;28.6;0.528;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2013;10;-0.13;neutral;23.01;28.49;19.43;11.6;4;5.4;0.466;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2013;11;-0.1;neutral;23.72;28.55;20.44;22.6;3;13.2;0.584;26;26
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2013;12;-0.15;neutral;25.13;30.01;22.33;337.8;21;86.6;0.256;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2014;01;-0.28;neutral;26.6;33.16;22.12;34.6;1;34.2;0.988;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2014;02;-0.32;neutral;26.95;33.47;22.09;10.6;1;10.4;0.981;28;28
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2014;03;-0.14;neutral;25.99;32.67;22.07;112.2;10;61.6;0.549;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2014;04;0.15;neutral;24.36;29.89;20.65;134.4;11;32.4;0.241;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2014;05;0.31;neutral;22.61;28.43;18.55;7.6;2;1.2;0.158;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2014;06;0.23;neutral;22.09;28.32;18.2;32.2;9;7;0.217;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2014;07;0.1;neutral;20.82;25.99;17.46;113.8;9;24.6;0.216;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2014;08;0.11;neutral;20.83;27.25;16.48;19;3;8.2;0.432;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2014;09;0.28;neutral;22.94;29.72;18.18;10.4;4;3.8;0.365;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2014;10;0.54;EN_weakmod;23.06;29.39;19.05;34.6;4;14.6;0.422;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2014;11;0.71;EN_weakmod;24.57;30.15;21.09;78.6;7;51.8;0.659;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2014;12;0.77;EN_weakmod;26.37;32.8;22.13;24;4;10.2;0.425;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2015;01;0.69;EN_weakmod;27.59;34.96;22.55;0;0;0;;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2015;02;0.61;EN_weakmod;27.38;34.48;22.96;50.2;6;18;0.359;28;28
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2015;03;0.65;EN_weakmod;26.61;33.18;22.67;114.2;9;47.2;0.413;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2015;04;0.81;EN_weakmod;24.45;30.39;20.53;68;9;30.8;0.453;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2015;05;1.02;EN_weakmod;22.03;27.02;18.57;120.2;12;30.6;0.255;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2015;06;1.25;EN_weakmod;21.58;27.15;17.69;44.4;7;13.2;0.297;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2015;07;1.57;EN_strong;21.99;27.54;18.1;18;4;6.4;0.356;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2015;08;1.91;EN_strong;21.74;27.66;17.43;36.4;6;16.4;0.451;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2015;09;2.21;EN_strong;23.25;28.67;19.79;82.4;10;30.2;0.367;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2015;10;2.47;EN_strong;24.3;29.56;20.88;96;7;55.8;0.581;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2015;11;2.64;EN_strong;25.62;30.2;22.83;151.8;15;56.2;0.37;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2015;12;2.75;EN_strong;26.45;32.18;22.57;106.4;8;35.2;0.331;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2016;01;2.63;EN_strong;26.04;31.51;22.48;215.6;14;55.4;0.257;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2016;02;2.28;EN_strong;27.4;34.36;23.03;81.6;3;38.2;0.468;29;29
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2016;03;1.71;EN_strong;26.76;33.54;22.66;61.6;7;36.8;0.597;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2016;04;1.05;EN_weakmod;26.16;33.45;21.45;18.6;2;9.6;0.516;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2016;05;0.49;neutral;22.71;28.87;18.54;28.6;3;11;0.385;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2016;06;0;neutral;20.34;25.72;16.52;59;10;12;0.203;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2016;07;-0.31;neutral;20.96;27.35;16.61;28;2;12.8;0.457;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2016;08;-0.5;LN;21.69;28.31;17.03;20.6;5;6.6;0.32;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2016;09;-0.58;LN;22.89;29.11;18.95;37.2;4;13.8;0.371;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2016;10;-0.64;LN;23.08;27.95;19.89;88.4;7;29.6;0.335;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2016;11;-0.6;LN;24.24;29.71;20.61;224;12;100.8;0.45;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2016;12;-0.45;neutral;25.73;31.41;21.91;168.2;11;50.6;0.301;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2017;01;-0.19;neutral;27.01;33.48;22.6;71.2;5;44.4;0.624;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2017;02;-0.02;neutral;26.72;33.09;22.75;44.2;9;17.8;0.403;28;28
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2017;03;0.18;neutral;25.9;32.69;21.48;86.8;8;27.8;0.32;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2017;04;0.31;neutral;24.31;30.18;20.36;66.8;7;38;0.569;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2017;05;0.4;neutral;22.12;27.71;18.15;76;4;32.4;0.426;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2017;06;0.39;neutral;21.88;27.78;17.63;28.8;8;7.8;0.271;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2017;07;0.19;neutral;19.51;25.01;15.53;79;15;30;0.38;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2017;08;-0.07;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;4;4
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2017;09;-0.34;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2017;10;-0.6;LN;24.33;30.41;20.58;5.8;3;1.6;0.276;28;28
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2017;11;-0.77;LN;23.91;29.75;20.41;122.8;10;29;0.236;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2017;12;-0.86;LN;25.35;30.8;21.86;119.2;9;34.6;0.29;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2018;01;-0.77;LN;26.73;33.35;22.42;132.8;7;75.6;0.569;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2018;02;-0.71;LN;25.84;31.84;22.2;119;12;43.6;0.366;28;28
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2018;03;-0.57;LN;26.25;32.04;22.74;412.8;13;87.6;0.212;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2018;04;-0.39;neutral;24.02;29.47;20.61;50.4;9;25;0.496;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2018;05;-0.13;neutral;22.27;27.51;18.85;38.8;8;7.4;0.191;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2018;06;0.06;neutral;21.98;27.83;18.45;4.6;1;2;0.435;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2018;07;0.14;neutral;21.46;28.29;17;34;2;30.8;0.906;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2018;08;0.27;neutral;20.88;25.67;17.54;77.8;8;26.4;0.339;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2018;09;0.53;EN_weakmod;22.69;28.15;19.22;34.2;8;15.2;0.444;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2018;10;0.81;EN_weakmod;23.49;28.51;20.48;94.2;10;47;0.499;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2018;11;0.97;EN_weakmod;24.34;29.36;21.03;128.4;10;43.2;0.336;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2018;12;0.92;EN_weakmod;25.67;31.71;21.59;53;10;12.8;0.242;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2019;01;0.89;EN_weakmod;27.65;34.81;22.7;32.2;1;32;0.994;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2019;02;0.86;EN_weakmod;27.48;34.81;23.01;134.4;10;62.2;0.463;28;28
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2019;03;0.84;EN_weakmod;26.63;32.77;22.76;72.8;7;38.2;0.525;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2019;04;0.77;EN_weakmod;25.94;32.57;21.72;46;8;17.4;0.378;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2019;05;0.64;EN_weakmod;24.1;29.97;20.36;133.4;8;38;0.285;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2019;06;0.52;EN_weakmod;22.46;28.58;18.45;23;6;6.8;0.296;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2019;07;0.33;neutral;20.69;27.45;15.9;7.2;3;2.4;0.333;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2019;08;0.19;neutral;20.77;26.45;17.02;58;7;26;0.448;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2019;09;0.23;neutral;22.68;28.2;19.11;72.8;9;32.8;0.451;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2019;10;0.39;neutral;24.25;29.72;20.66;25.8;4;16.8;0.651;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2019;11;0.58;EN_weakmod;24.28;29.21;21.29;336;17;111.8;0.333;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2019;12;0.66;EN_weakmod;25.38;30.49;22.01;126.2;10;45;0.357;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2020;01;0.64;EN_weakmod;26.17;31.95;22.62;167;10;68.4;0.41;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2020;02;0.63;EN_weakmod;26.02;31.22;22.72;135.8;13;31;0.228;29;29
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2020;03;0.53;EN_weakmod;24.8;30.05;21.28;148;12;37.2;0.251;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2020;04;0.3;neutral;23.52;28.87;19.9;79.2;8;41.8;0.528;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2020;05;0.01;neutral;21.63;27.86;17.15;75.6;6;24.4;0.323;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2020;06;-0.23;neutral;21.92;28.6;17.56;10;3;4.6;0.46;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2020;07;-0.36;neutral;21.41;27.63;17.22;30.4;4;16.6;0.546;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2020;08;-0.53;LN;21.33;27.63;16.84;30.4;1;28.2;0.928;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2020;09;-0.85;LN;23.69;30.29;19.43;64;5;37;0.578;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2020;10;-1.12;LN;23.94;29.23;20.71;158.2;11;48.4;0.306;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2020;11;-1.2;LN;23.99;29.16;20.75;189.8;13;37.6;0.198;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2020;12;-1.08;LN;25.68;31.81;21.96;202;8;97.4;0.482;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2021;01;-0.91;LN;26.51;32.96;22.06;43.8;2;31;0.708;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2021;02;-0.79;LN;25.47;31.62;21.84;189.6;11;44.8;0.236;28;28
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2021;03;-0.71;LN;26.04;33.02;21.82;121.2;7;41.4;0.342;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2021;04;-0.55;LN;23.64;30.54;18.98;45;8;15.2;0.338;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2021;05;-0.39;neutral;22.63;29.66;18.19;50.2;3;37;0.737;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2021;06;-0.3;neutral;21.02;27.05;17.04;75.2;6;32;0.426;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2021;07;-0.35;neutral;19.79;27.25;14.62;5;2;1.2;0.24;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2021;08;-0.45;neutral;20.96;27.41;16.7;134;8;86.6;0.646;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2021;09;-0.63;LN;23.09;28.97;19.66;48.8;4;29.6;0.607;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2021;10;-0.76;LN;22.34;26.62;19.78;245.2;17;49.4;0.201;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2021;11;-0.91;LN;23;28.01;19.67;142.4;11;26.2;0.184;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2021;12;-0.87;LN;24.66;30.09;21.24;88.2;14;19.6;0.222;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2022;01;-0.82;LN;26.24;32.2;22.68;117.2;7;37;0.316;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2022;02;-0.79;LN;25.64;31.42;22.4;197;12;59.4;0.302;28;28
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2022;03;-0.86;LN;26.57;33.63;22.04;22;3;14;0.636;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2022;04;-0.95;LN;24.87;31.44;20.56;75.4;5;29.4;0.39;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2022;05;-0.9;LN;22.27;28.34;18.14;35.4;4;19.4;0.548;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2022;06;-0.78;LN;20.74;27.41;16.32;15.6;4;5.8;0.372;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2022;07;-0.76;LN;21.76;29.04;17.01;2.6;0;0.8;0.308;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2022;08;-0.87;LN;21.34;27.83;17.1;8.4;3;3.8;0.452;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2022;09;-0.97;LN;21.43;27.52;17.55;62.6;6;21.6;0.345;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2022;10;-0.94;LN;24.43;30.23;20.9;72.4;6;37.8;0.522;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2022;11;-0.85;LN;23.12;27.97;19.71;342;16;69.2;0.202;30;29
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2022;12;-0.71;LN;24.54;29.31;21.69;294.8;15;148;0.502;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2023;01;-0.54;LN;25.82;31.41;22.57;221;10;73;0.33;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2023;02;-0.29;neutral;27.13;33.99;22.95;30.2;6;9.4;0.311;28;28
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2023;03;-0.02;neutral;26.79;33.67;22.47;13.4;3;7.4;0.552;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2023;04;0.27;neutral;24.41;29.97;21.08;136.8;10;32.4;0.237;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2023;05;0.57;EN_weakmod;22.08;27.62;18.3;30;9;10.4;0.347;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2023;06;0.84;EN_weakmod;21.56;28.26;17.08;6.2;2;2.6;0.419;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2023;07;1.12;EN_weakmod;20.82;26.56;17.07;36.8;6;14.6;0.397;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2023;08;1.37;EN_weakmod;22.11;27.76;18.15;145.8;10;37.2;0.255;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2023;09;1.6;EN_strong;23.54;29.51;19.71;28.2;1;25.8;0.915;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2023;10;1.83;EN_strong;24.19;29.16;21.43;61.6;12;17.2;0.279;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2023;11;1.99;EN_strong;25.96;32.57;21.95;21.2;4;12.4;0.585;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2023;12;2.06;EN_strong;26.67;32.99;22.6;67.6;7;18;0.266;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2024;01;1.92;EN_strong;26.5;32.1;23.04;155.2;9;46.6;0.3;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2024;02;1.62;EN_strong;27.02;33.53;23.39;110.8;11;40;0.361;29;29
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2024;03;1.26;EN_weakmod;26.56;32.25;23.24;257.4;14;148.8;0.578;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2024;04;0.82;EN_weakmod;25.35;31.1;21.45;15.2;5;5.6;0.368;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2024;05;0.49;neutral;24.76;31.06;20.68;2;0;0.4;0.2;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2024;06;0.22;neutral;22.92;29.95;18.28;58.2;1;55.8;0.959;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2024;07;0.08;neutral;22.01;28.93;17.28;22.2;2;15.2;0.685;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2024;08;-0.07;neutral;21.68;28.73;16.9;23.4;4;10;0.427;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2024;09;-0.17;neutral;24.37;30.9;20.41;0.6;0;0.4;0.667;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2024;10;-0.21;neutral;24.09;29.21;20.91;85.2;14;18;0.211;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2024;11;-0.3;neutral;24.72;30.02;21.33;129.6;10;61;0.471;30;30
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2024;12;-0.42;neutral;26.06;31.58;22.8;251.2;14;64.8;0.258;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2025;01;-0.45;neutral;26.49;32.25;22.94;140.2;10;51.6;0.368;31;31
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2025;02;-0.24;neutral;27.7;34.35;23.24;2;1;2;1;28;28
A607;CAMPOS DOS GOYTACAZES;-21,71472222;-41,34388888;17;2025;03;-0.06;neutral;26.59;32.3;23.12;155.2;15;41.2;0.265;31;31
